,lr,dpr,batch_size,train_loss,val_loss,train_acc,val_acc
0,0.01,0.5,16,0.6095265334954088,0.3261362038195704,0.856225,0.87584
1,0.01,0.5,32,0.554229258579813,0.3174735602489702,0.8665749999999999,0.8798
2,0.01,0.5,64,0.5368490370014045,0.3167562200015859,0.8694,0.87896
